Date,Height
2023-09-17 23:20,2.19
2023-09-18 05:40,0.85
2023-09-18 11:46,2.15
2023-09-18 17:51,0.94
2023-09-18 23:42,2.28
2023-09-19 06:21,0.82
2023-09-19 12:27,1.99
2023-09-19 18:12,1.07
2023-09-20 00:07,2.36
2023-09-20 07:07,0.82
2023-09-20 13:18,1.80
2023-09-20 18:33,1.21
2023-09-21 00:36,2.40
2023-09-21 08:04,0.82
2023-09-21 14:40,1.61
2023-09-21 18:49,1.36
2023-09-22 01:10,2.42
2023-09-22 09:16,0.82
2023-09-23 01:56,2.41
2023-09-23 10:40,0.78
2023-09-24 03:13,2.39
2023-09-24 12:18,0.68
2023-09-25 05:00,2.42
2023-09-25 13:33,0.54
2023-09-25 21:15,1.82
2023-09-26 00:24,1.68
2023-09-26 06:24,2.52
2023-09-26 14:25,0.45
2023-09-26 21:30,1.89
2023-09-27 01:35,1.46
2023-09-27 07:31,2.63
2023-09-27 15:07,0.41
2023-09-27 21:51,1.97
2023-09-28 02:32,1.20
2023-09-28 08:29,2.69
2023-09-28 15:44,0.45
2023-09-28 22:11,2.08
2023-09-29 03:23,0.96
2023-09-29 09:24,2.67
2023-09-29 16:17,0.55
2023-09-29 22:29,2.21
2023-09-30 04:13,0.76
2023-09-30 10:17,2.57
2023-09-30 16:46,0.69
2023-09-30 22:47,2.35
2023-10-01 05:03,0.63
2023-10-01 11:11,2.39
2023-10-01 17:10,0.87
2023-10-01 23:09,2.48
2023-10-02 05:53,0.58
2023-10-02 12:05,2.17
2023-10-02 17:32,1.04
2023-10-02 23:34,2.55
2023-10-03 06:46,0.60
2023-10-03 13:01,1.94
2023-10-03 17:53,1.21
2023-10-04 00:02,2.57
2023-10-04 07:42,0.66
2023-10-04 14:03,1.72
2023-10-04 18:11,1.37
2023-10-05 00:31,2.52
2023-10-05 08:44,0.73
2023-10-05 15:22,1.55
2023-10-05 18:01,1.49
2023-10-06 01:04,2.43
2023-10-06 09:55,0.79
2023-10-07 01:50,2.30
2023-10-07 11:23,0.80
2023-10-08 03:26,2.18
2023-10-08 12:42,0.76
2023-10-09 05:35,2.14
2023-10-09 13:35,0.72
2023-10-09 21:25,1.85
2023-10-10 01:04,1.71
2023-10-10 06:47,2.17
2023-10-10 14:14,0.70
2023-10-10 21:19,1.88
2023-10-11 01:53,1.52
2023-10-11 07:39,2.21
2023-10-11 14:46,0.71
2023-10-11 21:17,1.94
2023-10-12 02:31,1.33
2023-10-12 08:24,2.24
2023-10-12 15:14,0.76
2023-10-12 21:24,2.04
2023-10-13 03:07,1.15
2023-10-13 09:06,2.24
2023-10-13 15:38,0.82
2023-10-13 21:36,2.16
2023-10-14 03:41,0.98
2023-10-14 09:47,2.22
2023-10-14 15:58,0.90
2023-10-14 21:51,2.28
2023-10-15 04:16,0.84
2023-10-15 10:29,2.17
2023-10-15 16:18,0.99
2023-10-15 22:09,2.41
2023-10-16 04:53,0.73
2023-10-16 11:12,2.08
2023-10-16 16:39,1.08
2023-10-16 22:31,2.53
2023-10-17 05:31,0.66
2023-10-17 11:59,1.97
2023-10-17 17:02,1.19
2023-10-17 22:56,2.62
2023-10-18 06:13,0.62
2023-10-18 12:52,1.84
2023-10-18 17:25,1.31
2023-10-18 23:23,2.67
2023-10-19 07:02,0.62
2023-10-19 13:56,1.71
2023-10-19 17:45,1.43
2023-10-19 23:54,2.67
2023-10-20 08:01,0.65
2023-10-20 15:19,1.61
2023-10-20 17:49,1.55
2023-10-21 00:32,2.62
2023-10-21 09:11,0.67
2023-10-22 01:25,2.53
2023-10-22 10:27,0.67
2023-10-23 02:49,2.41
2023-10-23 11:46,0.64
2023-10-23 20:20,1.88
2023-10-23 22:58,1.82
2023-10-24 04:51,2.37
2023-10-24 12:53,0.61
2023-10-24 20:29,1.96
2023-10-25 00:31,1.60
2023-10-25 06:17,2.39
2023-10-25 13:42,0.61
2023-10-25 20:46,2.05
2023-10-26 01:35,1.31
2023-10-26 07:25,2.41
2023-10-26 14:22,0.66
2023-10-26 21:02,2.17
2023-10-27 02:29,1.02
2023-10-27 08:25,2.39
2023-10-27 14:56,0.76
2023-10-27 21:15,2.33
2023-10-28 03:21,0.77
2023-10-28 09:23,2.31
2023-10-28 15:27,0.89
2023-10-28 21:32,2.49
2023-10-29 04:11,0.58
2023-10-29 10:22,2.19
2023-10-29 15:54,1.03
2023-10-29 21:55,2.64
2023-10-30 05:00,0.47
2023-10-30 11:21,2.04
2023-10-30 16:19,1.17
2023-10-30 22:21,2.72
2023-10-31 05:50,0.44
2023-10-31 12:16,1.89
2023-10-31 16:43,1.30
2023-10-31 22:49,2.75
2023-11-01 06:40,0.47
2023-11-01 13:10,1.75
2023-11-01 17:04,1.42
2023-11-01 23:18,2.70
2023-11-02 07:32,0.54
2023-11-02 14:08,1.64
2023-11-02 17:13,1.51
2023-11-02 23:48,2.61
2023-11-03 08:26,0.62
2023-11-04 00:19,2.47
2023-11-04 09:25,0.70
2023-11-05 00:56,2.31
2023-11-05 10:30,0.76
2023-11-06 02:00,2.14
2023-11-06 11:36,0.79
2023-11-07 04:14,2.02
2023-11-07 12:30,0.82
2023-11-07 20:30,1.89
2023-11-08 00:47,1.68
2023-11-08 05:59,1.97
2023-11-08 13:12,0.85
2023-11-08 20:14,1.95
2023-11-09 01:37,1.47
2023-11-09 07:08,1.96
2023-11-09 13:46,0.89
2023-11-09 20:18,2.06
2023-11-10 02:17,1.25
2023-11-10 08:03,1.95
2023-11-10 14:13,0.95
2023-11-10 20:29,2.19
2023-11-11 02:54,1.03
2023-11-11 08:53,1.94
2023-11-11 14:37,1.03
2023-11-11 20:42,2.34
2023-11-12 03:31,0.84
2023-11-12 09:44,1.92
2023-11-12 15:00,1.10
2023-11-12 21:00,2.50
2023-11-13 04:08,0.67
2023-11-13 10:34,1.89
2023-11-13 15:25,1.18
2023-11-13 21:23,2.65
2023-11-14 04:47,0.54
2023-11-14 11:25,1.84
2023-11-14 15:52,1.26
2023-11-14 21:51,2.76
2023-11-15 05:29,0.46
2023-11-15 12:18,1.77
2023-11-15 16:19,1.35
2023-11-15 22:21,2.83
2023-11-16 06:15,0.42
2023-11-16 13:13,1.70
2023-11-16 16:45,1.43
2023-11-16 22:55,2.84
2023-11-17 07:07,0.43
2023-11-17 14:14,1.64
2023-11-17 17:10,1.52
2023-11-17 23:35,2.79
2023-11-18 08:04,0.46
2023-11-19 00:22,2.68
2023-11-19 09:04,0.51
2023-11-20 01:20,2.52
2023-11-20 10:05,0.57
2023-11-21 02:43,2.34
2023-11-21 11:06,0.63
2023-11-21 19:13,1.89
2023-11-21 22:59,1.64
2023-11-22 04:37,2.21
2023-11-22 12:03,0.70
2023-11-22 19:35,2.00
2023-11-23 00:22,1.40
2023-11-23 06:05,2.11
2023-11-23 12:51,0.80
2023-11-23 19:54,2.14
2023-11-24 01:29,1.11
2023-11-24 07:20,2.02
2023-11-24 13:31,0.91
2023-11-24 20:09,2.30
2023-11-25 02:27,0.84
2023-11-25 08:30,1.93
2023-11-25 14:05,1.03
2023-11-25 20:26,2.47
2023-11-26 03:21,0.60
2023-11-26 09:40,1.85
2023-11-26 14:36,1.15
2023-11-26 20:49,2.62
2023-11-27 04:12,0.44
2023-11-27 10:43,1.78
2023-11-27 15:05,1.25
2023-11-27 21:16,2.73
2023-11-28 05:02,0.34
2023-11-28 11:36,1.71
2023-11-28 15:33,1.34
2023-11-28 21:47,2.77
2023-11-29 05:49,0.32
2023-11-29 12:23,1.66
2023-11-29 15:58,1.40
2023-11-29 22:18,2.75
2023-11-30 06:35,0.35
2023-11-30 13:09,1.60
2023-11-30 16:20,1.45
2023-11-30 22:51,2.68
2023-12-01 07:20,0.42
2023-12-01 13:58,1.56
2023-12-01 16:20,1.49
2023-12-01 23:23,2.57
2023-12-02 08:05,0.50
2023-12-02 23:57,2.44
2023-12-03 08:50,0.59
2023-12-04 00:33,2.28
2023-12-04 09:35,0.68
2023-12-05 01:16,2.10
2023-12-05 10:22,0.77
2023-12-06 02:20,1.91
2023-12-06 11:09,0.85
2023-12-06 18:53,1.81
2023-12-06 23:49,1.59
2023-12-07 04:21,1.75
2023-12-07 11:51,0.93
2023-12-07 19:03,1.92
2023-12-08 01:09,1.38
2023-12-08 06:14,1.65
2023-12-08 12:28,1.01
2023-12-08 19:16,2.06
2023-12-09 01:58,1.14
2023-12-09 07:44,1.61
2023-12-09 13:00,1.09
2023-12-09 19:29,2.23
2023-12-10 02:40,0.90
2023-12-10 08:50,1.61
2023-12-10 13:32,1.16
2023-12-10 19:48,2.41
2023-12-11 03:21,0.68
2023-12-11 09:50,1.62
2023-12-11 14:04,1.22
2023-12-11 20:15,2.59
2023-12-12 04:03,0.49
2023-12-12 10:46,1.62
2023-12-12 14:37,1.28
2023-12-12 20:48,2.74
2023-12-13 04:46,0.35
2023-12-13 11:36,1.62
2023-12-13 15:12,1.32
2023-12-13 21:24,2.84
2023-12-14 05:32,0.26
2023-12-14 12:24,1.60
2023-12-14 15:48,1.36
2023-12-14 22:04,2.89
2023-12-15 06:20,0.22
2023-12-15 13:13,1.58
2023-12-15 16:28,1.39
2023-12-15 22:48,2.87
2023-12-16 07:08,0.24
2023-12-16 14:04,1.57
2023-12-16 17:15,1.43
2023-12-16 23:35,2.79
2023-12-17 07:55,0.29
2023-12-17 15:00,1.58
2023-12-17 18:10,1.46
2023-12-18 00:26,2.63
2023-12-18 08:43,0.39
2023-12-18 16:06,1.63
2023-12-18 19:19,1.50
2023-12-19 01:22,2.43
2023-12-19 09:31,0.51
2023-12-19 17:11,1.72
2023-12-19 21:02,1.49
2023-12-20 02:34,2.18
2023-12-20 10:20,0.66
2023-12-20 17:56,1.85
2023-12-20 22:42,1.37
2023-12-21 04:13,1.93
2023-12-21 11:07,0.82
2023-12-21 18:29,1.99
2023-12-22 00:08,1.17
2023-12-22 05:52,1.71
2023-12-22 11:53,0.98
2023-12-22 18:57,2.15
2023-12-23 01:26,0.92
2023-12-23 07:32,1.58
2023-12-23 12:35,1.12
2023-12-23 19:22,2.31
2023-12-24 02:32,0.67
2023-12-24 09:11,1.52
2023-12-24 13:13,1.23
2023-12-24 19:48,2.46
2023-12-25 03:28,0.46
2023-12-25 10:16,1.51
2023-12-25 13:49,1.31
2023-12-25 20:19,2.57
2023-12-26 04:17,0.32
2023-12-26 11:03,1.51
2023-12-26 14:23,1.34
2023-12-26 20:52,2.64
2023-12-27 05:03,0.25
2023-12-27 11:42,1.51
2023-12-27 14:57,1.35
2023-12-27 21:28,2.66
2023-12-28 05:45,0.24
2023-12-28 12:17,1.50
2023-12-28 15:31,1.35
2023-12-28 22:04,2.63
2023-12-29 06:24,0.27
2023-12-29 12:51,1.49
2023-12-29 16:06,1.35
2023-12-29 22:40,2.58
2023-12-30 07:01,0.33
2023-12-30 13:26,1.49
2023-12-30 16:42,1.35
2023-12-30 23:14,2.49
2023-12-31 07:35,0.41
2023-12-31 14:02,1.49
2023-12-31 17:21,1.36
2023-12-31 23:47,2.37
